Name	Chromosome	Position
AT1G73602	1	27670626
AT1G73603	1	27674288
AT1G73607	1	27676227
AT1G73610	1	27678377
AT1G73620	1	27681408
AT1G73630	1	27684736
AT1G73640	1	27686992
AT1G73650	1	27688123
AT1G73655	1	27690359
AT1G73660	1	27691893
AT1G73670	1	27700050
AT1G73680	1	27703944
AT1G73687	1	27713234
AT1G73690	1	27714948
AT1G73700	1	27717380
AT1G73710	1	27721190
AT1G73720	1	27725002
AT1G73730	1	27730031
AT1G73740	1	27734279
AT1G73750	1	27736630
AT1G73760	1	27739168
AT1G73770	1	27742128
AT1G73780	1	27743872
AT1G73790	1	27744672
AT1G73805	1	27745427
AT1G73810	1	27752400
AT1G73820	1	27755512
AT1G73830	1	27759973
AT1G73840	1	27763685
AT1G73850	1	27767263
AT1G73860	1	27770986
AT1G73870	1	27779166
AT1G73875	1	27781006
AT1G73880	1	27784981
AT1G73885	1	27786864
AT1G73890	1	27787903
AT1G73900	1	27788983
AT1G73910	1	27789293
AT1G73920	1	27790875
AT1G73930	1	27795120
AT1G73940	1	27798313
AT1G73950	1	27799830
AT1G73960	1	27805045
AT1G73965	1	27815797
AT1G73970	1	27816814
AT1G73980	1	27820149
AT1G73990	1	27824433
AT1G74000	1	27829142
AT1G74010	1	27832158
AT1G74020	1	27835131
AT1G74030	1	27839184
AT1G74040	1	27842171
AT1G74045	1	27846111
AT1G74050	1	27847047
AT1G74055	1	27849230
AT1G74060	1	27849833
AT1G74070	1	27851488
AT1G74080	1	27855699
AT1G74088	1	27861116
AT1G74090	1	27862909
AT1G74100	1	27864345
AT1G74110	1	27866667
AT1G74120	1	27871274
AT1G74130	1	27873611
AT1G74140	1	27876905
AT1G74150	1	27880528
AT1G74160	1	27886426
AT1G74170	1	27891494
AT1G74180	1	27897197
AT1G74190	1	27902590
AT1G74200	1	27906909
AT1G74205	1	27909481
AT1G74210	1	27910314
AT1G74220	1	27913099
AT1G74230	1	27914699
AT1G74240	1	27917396
AT1G74250	1	27920328
AT1G74260	1	27922833
AT1G74270	1	27928171
AT1G74280	1	27929662
AT1G74290	1	27931836
AT1G74300	1	27935298
AT1G74310	1	27936508
AT1G74320	1	27940673
AT1G74330	1	27943462
AT1G74340	1	27948123
AT1G74350	1	27949022
AT1G74360	1	27954231
AT1G74370	1	27958086
AT1G74380	1	27959578
AT1G74390	1	27961537
AT1G74400	1	27963953
AT1G74410	1	27965551
AT1G74420	1	27967771
AT1G74430	1	27975179
AT1G74440	1	27976502
AT1G74448	1	27982131
AT1G74450	1	27982509
AT1G74453	1	27984604
AT1G74456	1	27984745
AT1G74458	1	27986957
AT1G74460	1	27987961
AT1G74470	1	27991165
AT1G74480	1	27993032
AT1G74490	1	27994700
AT1G74500	1	27998175
AT1G74510	1	28005365
AT1G74520	1	28007974
AT1G74530	1	28009523
AT1G74540	1	28013309
AT1G74545	1	28014585
AT1G74550	1	28016045
AT1G74560	1	28017584
AT1G74570	1	28020383
AT1G74580	1	28020777
AT1G74590	1	28023627
AT1G74600	1	28025153
AT1G74610	1	28027960
AT1G74620	1	28028252
AT1G74630	1	28030521
AT1G74640	1	28032763
AT1G74650	1	28041191
AT1G74660	1	28047576
AT1G74670	1	28053286
AT1G74680	1	28059188
AT1G74690	1	28061159
AT1G74700	1	28065266
AT1G74710	1	28070295
AT1G74720	1	28075074
AT1G74730	1	28078857
AT1G74740	1	28079946
AT1G74750	1	28086800
AT1G74770	1	28089571
AT1G74780	1	28095815
AT1G74790	1	28098765
AT1G74800	1	28101968
AT1G74810	1	28108474
AT1G74820	1	28111882
AT1G74830	1	28113423
AT1G74840	1	28115897
AT1G74850	1	28118849
AT1G74860	1	28123319
AT1G74870	1	28126928
AT1G74875	1	28128470
AT1G74880	1	28129858
AT1G74890	1	28131590
AT1G74900	1	28133933
AT1G74910	1	28135361
AT1G74920	1	28139009
AT1G74929	1	28143997
AT1G74930	1	28144132
AT1G74940	1	28146059
AT1G74950	1	28148575
AT1G74960	1	28151924
AT1G74970	1	28157530
AT1G74990	1	28159715
AT1G75000	1	28163650
AT1G75010	1	28164840
AT1G75020	1	28171018
AT1G75030	1	28174378
AT1G75040	1	28177703
AT1G75050	1	28180116
AT1G75060	1	28181275
AT1G75070	1	28184532
AT1G75080	1	28185504
AT1G75090	1	28187447
AT1G75100	1	28190816
AT1G75110	1	28194115
AT1G75120	1	28196857
AT1G75130	1	28199970
AT1G75140	1	28202053
AT1G75150	1	28204387
AT1G75160	1	28209437
AT1G75163	1	28212395
AT1G75166	1	28212518
AT1G75170	1	28213799
AT1G75180	1	28215836
AT1G75190	1	28219382
AT1G75200	1	28220626
AT1G75210	1	28223869
AT1G75220	1	28229157
AT1G75230	1	28234349
AT1G75240	1	28241072
AT1G75250	1	28244317
AT1G75260	1	28247809
AT1G75270	1	28250075
AT1G75280	1	28251960
AT1G75290	1	28253890
AT1G75295	1	28254366
AT1G75300	1	28255495
AT1G75310	1	28261004
AT1G75330	1	28266259
AT1G75335	1	28268541
AT1G75340	1	28268968
AT1G75350	1	28272071
AT1G75360	1	28274588
AT1G75370	1	28276426
AT1G75380	1	28281389
AT1G75388	1	28291698
AT1G75390	1	28291698
AT1G75400	1	28296919
AT1G75410	1	28299792
AT1G75420	1	28305297
AT1G75430	1	28308121
AT1G75440	1	28313487
AT1G75450	1	28314458
AT1G75460	1	28327886
AT1G75470	1	28330072
AT1G75490	1	28335502
AT1G75500	1	28337726
AT1G75510	1	28347055
AT1G75520	1	28351562
AT1G75530	1	28359309
AT1G75540	1	28366027
AT1G75550	1	28369437
AT1G75560	1	28371141
AT1G75570	1	28373489
AT1G75580	1	28377461
AT1G75590	1	28382896
AT1G75600	1	28390665
AT1G75620	1	28394779
AT1G75630	1	28400544
AT1G75640	1	28403466
AT1G75650	1	28407984
AT1G75660	1	28408147
AT1G75670	1	28415203
AT1G75680	1	28417052
AT1G75690	1	28422110
AT1G75700	1	28423896
AT1G75710	1	28428706
AT1G75717	1	28433919
AT1G75720	1	28434568
AT1G75730	1	28435706
AT1G75740	1	28440889
AT1G75750	1	28441526
AT1G75760	1	28446632
AT1G75770	1	28449990
AT1G75780	1	28451141
AT1G75790	1	28454781
AT1G75800	1	28458782
AT1G75810	1	28461664
AT1G75820	1	28463462
AT1G75830	1	28472357
AT1G75840	1	28475707
AT1G75850	1	28477768
AT1G75860	1	28484163
AT1G75870	1	28486229
AT1G75880	1	28490443
AT1G75890	1	28493031
AT1G75891	1	28493304
AT1G75900	1	28499060
AT1G75910	1	28501434
AT1G75920	1	28504452
AT1G75930	1	28508072
AT1G75940	1	28511168
AT1G75950	1	28516548
AT1G75960	1	28518033
AT1G75970	1	28519985
AT1G75980	1	28522554
AT1G75990	1	28524493
AT1G76000	1	28527767
AT1G76010	1	28528077
AT1G76020	1	28532097
AT1G76030	1	28533798
AT1G76040	1	28537673
AT1G76050	1	28540823
AT1G76060	1	28543100
AT1G76065	1	28544338
AT1G76062	1	28544454
AT1G76070	1	28546382
AT1G76080	1	28547786
AT1G76090	1	28550409
AT1G76100	1	28553987
AT1G76110	1	28555042
AT1G76120	1	28558670
AT1G76130	1	28561281
AT1G76135	1	28568808
AT1G76140	1	28571130
AT1G76150	1	28574740
AT1G76160	1	28577942
AT1G76170	1	28584039
AT1G76180	1	28586676
AT1G76185	1	28590325
AT1G76190	1	28592225
AT1G76200	1	28593250
AT1G76210	1	28594950
AT1G76220	1	28597530
AT1G76230	1	28599760
AT1G76240	1	28602811
AT1G76250	1	28606450
AT1G76260	1	28610265
AT1G76270	1	28613207
AT1G76280	1	28617639
AT1G76290	1	28623443
AT1G76300	1	28625884
AT1G76310	1	28628046
AT1G76320	1	28631239
AT1G76330	1	28634692
AT1G76340	1	28634955
AT1G76350	1	28639577
AT1G76360	1	28643038
AT1G76370	1	28648449
AT1G76380	1	28651154
AT1G76390	1	28655390
AT1G76400	1	28658554
AT1G76405	1	28661884
AT1G76410	1	28668848
AT1G76420	1	28672029
AT1G76430	1	28678935
AT1G76440	1	28682129
AT1G76450	1	28684551
AT1G76460	1	28686181
AT1G76470	1	28689770
AT1G76480	1	28692076
AT1G76490	1	28695760
AT1G76500	1	28705527
AT1G76510	1	28708614
AT1G76520	1	28715078
AT1G76530	1	28718213
AT1G76540	1	28720328
AT1G76550	1	28722702
AT1G76560	1	28728253
AT1G76570	1	28729132
AT1G76580	1	28734234
AT1G76590	1	28740691
AT1G76600	1	28746888
AT1G76610	1	28750988
AT1G76620	1	28756521
AT1G76630	1	28759699
AT1G76640	1	28765324
AT1G76650	1	28766750
AT1G76660	1	28768879
AT1G76670	1	28772600
AT1G76680	1	28776846
AT1G76690	1	28778890
AT1G76700	1	28780408
AT1G76705	1	28786450
AT1G76710	1	28789729
AT1G76720	1	28794144
AT1G76728	1	28802633
AT1G76730	1	28802925
AT1G76740	1	28805235
AT1G76750	1	28811040
AT1G76760	1	28811685
AT1G76770	1	28813569
AT1G76780	1	28816641
AT1G76790	1	28822186
AT1G76800	1	28829308
AT1G76810	1	28831003
AT1G76820	1	28837573
AT1G76830	1	28844644
AT1G76840	1	28846566
AT1G76850	1	28847951
AT1G76860	1	28854414
AT1G76870	1	28857250
AT1G76880	1	28865500
AT1G76878	1	28866404
AT1G76890	1	28873059
AT1G76892	1	28873271
AT1G76900	1	28881814
AT1G76910	1	28887218
AT1G76920	1	28892062
AT1G76930	1	28895301
AT1G76940	1	28902428
AT1G76950	1	28906523
AT1G76952	1	28914284
AT1G76954	1	28917866
AT1G76955	1	28918810
AT1G76960	1	28920457
AT1G76965	1	28921729
AT1G76970	1	28922666
AT1G76980	1	28925798
AT1G76990	1	28932162
AT1G76994	1	28937637
AT1G77000	1	28940147
AT1G77010	1	28942710
AT1G77020	1	28944843
AT1G77040	1	28947554
AT1G77030	1	28947743
AT1G77060	1	28951685
AT1G77080	1	28955637
AT1G77090	1	28960387
AT1G77093	1	28962508
AT1G77100	1	28965772
AT1G77110	1	28970802
AT1G77120	1	28975394
AT1G77122	1	28977357
AT1G77130	1	28978894
AT1G77138	1	28982766
AT1G77140	1	28984025
AT1G77145	1	28989927
AT1G77150	1	28992876
AT1G77160	1	28995146
AT1G77170	1	28998047
AT1G77180	1	28999608
AT1G77190	1	29002205
AT1G77200	1	29004357
AT1G77210	1	29008939
AT1G77220	1	29012717
AT1G77230	1	29016120
AT1G77235	1	29016520
AT1G77240	1	29017958
AT1G77250	1	29020265
AT1G77260	1	29023772
AT1G77270	1	29027778
AT1G77280	1	29031468
AT1G77290	1	29038375
AT1G77300	1	29039922
AT1G77310	1	29051505
AT1G77320	1	29056532
AT1G77330	1	29062990
AT1G77340	1	29068343
AT1G77350	1	29070253
AT1G77360	1	29071983
AT1G77370	1	29073843
AT1G77380	1	29074888
AT1G77390	1	29081904
AT1G77400	1	29085811
AT1G77405	1	29087145
AT1G77410	1	29088697
AT1G77420	1	29093499
AT1G77440	1	29096020
AT1G77450	1	29099954
AT1G77460	1	29103633
AT1G77470	1	29111948
AT1G77480	1	29114558
AT1G77490	1	29117542
AT1G77500	1	29121489
AT1G77510	1	29126650
AT1G77520	1	29130403
AT1G77525	1	29133954
AT1G77530	1	29136037
AT1G77540	1	29137626
AT1G77550	1	29138299
AT1G77560	1	29143090
AT1G77570	1	29143350
AT1G77580	1	29144025
AT1G77590	1	29148256
AT1G77600	1	29152748
AT1G77610	1	29165210
AT1G77620	1	29167764
AT1G77630	1	29173457
AT1G77640	1	29178737
AT1G77650	1	29181110
AT1G77655	1	29182608
AT1G77660	1	29185899
AT1G77670	1	29188901
AT1G77680	1	29191834
AT1G77682	1	29196543
AT1G77690	1	29200941
AT1G77700	1	29204747
AT1G77710	1	29206635
AT1G77720	1	29210521
AT1G77730	1	29214445
AT1G77740	1	29220538
AT1G77746	1	29227915
AT1G77750	1	29230154
AT1G77760	1	29235803
AT1G77765	1	29245050
AT1G77770	1	29246074
AT1G77780	1	29248300
AT1G77790	1	29250692
AT1G77800	1	29253396
AT1G77810	1	29260562
AT1G77815	1	29263348
AT1G77830	1	29267160
AT1G77840	1	29268487
AT1G77850	1	29272313
AT1G77855	1	29277166
AT1G77860	1	29282643
AT1G77870	1	29285078
AT1G77880	1	29285902
AT1G77885	1	29289873
AT1G77890	1	29292123
AT1G77910	1	29296138
AT1G77920	1	29298243
AT1G77930	1	29301000
AT1G77932	1	29302725
AT1G77940	1	29303897
AT1G77950	1	29306957
AT1G77960	1	29310057
AT1G77980	1	29314841
AT1G77990	1	29317899
AT1G77992	1	29322411
AT1G78000	1	29329735
AT1G78010	1	29333500
AT1G78020	1	29338693
AT1G78030	1	29342157
AT1G78040	1	29345838
AT1G78050	1	29347581
AT1G78060	1	29349679
AT1G78070	1	29355022
AT1G78080	1	29364249
AT1G78090	1	29373889
AT1G78100	1	29387795
AT1G78110	1	29391827
AT1G78120	1	29393939
AT1G78130	1	29400140
AT1G78140	1	29401759
AT1G78150	1	29404648
AT1G78160	1	29407900
AT1G78170	1	29414059
AT1G78172	1	29415530
AT1G78180	1	29416913
AT1G78190	1	29418620
AT1G78200	1	29420253
AT1G78206	1	29422452
AT1G78210	1	29422716
AT1G78220	1	29425721
AT1G78230	1	29430225
AT1G78240	1	29432829
AT1G78250	1	29443973
AT1G78260	1	29446985
AT1G78270	1	29450563
AT1G78265	1	29450772
AT1G78280	1	29452555
AT1G78290	1	29457205
AT1G78300	1	29461671
AT1G78310	1	29463656
AT1G78320	1	29467437
AT1G78340	1	29472892
AT1G78360	1	29482070
AT1G78370	1	29484269
AT1G78380	1	29486413
AT1G78390	1	29490895
AT1G78400	1	29498281
AT1G78410	1	29502582
AT1G78420	1	29504532
AT1G78430	1	29508959
AT1G78440	1	29511599
AT1G78450	1	29516989
AT1G78460	1	29518316
AT1G78470	1	29521770
AT1G78476	1	29523982
AT1G78478	1	29525194
AT1G78480	1	29525501
AT1G78490	1	29528253
AT1G78500	1	29531646
AT1G78510	1	29535285
AT1G78520	1	29537976
AT1G78530	1	29539089
AT1G78540	1	29541011
AT1G78550	1	29544927
AT1G78560	1	29546605
AT1G78570	1	29549649
AT1G78580	1	29552340
AT1G78590	1	29564249
AT1G78600	1	29567106
AT1G78610	1	29569030
AT1G78620	1	29572871
AT1G78630	1	29575956
AT1G78640	1	29579715
AT1G78650	1	29582929
AT1G78660	1	29585677
AT1G78670	1	29590945
AT1G78680	1	29593756
AT1G78690	1	29596655
AT1G78700	1	29599349
AT1G78710	1	29601253
AT1G78720	1	29605629
AT1G78730	1	29607689
AT1G78740	1	29610494
AT1G78750	1	29613122
AT1G78760	1	29615174
AT1G78770	1	29616919
AT1G78780	1	29621340
AT1G78790	1	29623529
AT1G78800	1	29625659
AT1G78810	1	29628269
AT1G78815	1	29631743
AT1G78820	1	29634124
AT1G78830	1	29636955
AT1G78840	1	29639290
AT1G78850	1	29641926
AT1G78860	1	29646168
AT1G78865	1	29647738
AT1G78870	1	29650454
AT1G78880	1	29652633
AT1G78882	1	29652633
AT1G78890	1	29656577
AT1G78895	1	29658116
AT1G78900	1	29660184
AT1G78910	1	29665218
AT1G78915	1	29667565
AT1G78920	1	29671493
AT1G78922	1	29676755
AT1G78930	1	29678097
AT1G78940	1	29680822
AT1G78950	1	29684432
AT1G78955	1	29689153
AT1G78960	1	29696470
AT1G78970	1	29703062
AT1G78980	1	29707687
AT1G78990	1	29713531
AT1G78995	1	29715079
AT1G79000	1	29716350
AT1G79010	1	29724879
AT1G79020	1	29727123
AT1G79030	1	29730767
AT1G79040	1	29736016
AT1G79050	1	29736959
AT1G79060	1	29741748
AT1G79070	1	29744670
AT1G79075	1	29745939
AT1G79080	1	29746972
AT1G79090	1	29749112
AT1G79100	1	29753648
AT1G79110	1	29759157
AT1G79120	1	29764089
AT1G79130	1	29771278
AT1G79150	1	29772588
AT1G79160	1	29779721
AT1G79170	1	29782273
AT1G79180	1	29786495
AT1G79190	1	29788639
AT1G79200	1	29794387
AT1G79210	1	29796081
AT1G79220	1	29798935
AT1G79230	1	29800693
AT1G79240	1	29804123
AT1G79250	1	29810134
AT1G79260	1	29813244
AT1G79270	1	29815506
AT1G79280	1	29819142
AT1G79290	1	29833117
AT1G79300	1	29833718
AT1G79310	1	29833921
AT1G79320	1	29836686
AT1G79330	1	29838653
AT1G79340	1	29842771
AT1G79350	1	29844633
AT1G79360	1	29854038
AT1G79370	1	29857934
AT1G79380	1	29860491
AT1G79390	1	29863225
AT1G79400	1	29864992
AT1G79410	1	29867880
AT1G79420	1	29871458
AT1G79430	1	29877228
AT1G79440	1	29882210
AT1G79450	1	29887689
AT1G79460	1	29890392
AT1G79470	1	29894598
AT1G79480	1	29897727
AT1G79490	1	29900456
AT1G79500	1	29903420
AT1G79510	1	29908013
AT1G79520	1	29912251
AT1G79529	1	29915662
AT1G79530	1	29915902
AT1G79540	1	29920083
AT1G79550	1	29924023
AT1G79560	1	29926794
AT1G79570	1	29932578
AT1G79580	1	29940850
AT1G79590	1	29946237
AT1G79600	1	29949925
AT1G79610	1	29952873
AT1G79620	1	29957562
AT1G79630	1	29962645
AT1G79640	1	29966711
AT1G79650	1	29972108
AT1G79660	1	29975863
AT1G79670	1	29976725
AT1G79680	1	29979973
AT1G79690	1	29985176
AT1G79700	1	29990336
AT1G79710	1	29995116
AT1G79720	1	29997127
AT1G79730	1	30000538
AT1G79740	1	30004367
AT1G79750	1	30007326
AT1G79760	1	30012048
AT1G79770	1	30014361
AT1G79780	1	30015873
AT1G79790	1	30016368
AT1G79800	1	30018549
AT1G79810	1	30019744
AT1G79820	1	30022260
AT1G79830	1	30027670
AT1G79840	1	30036956
AT1G79850	1	30041243
AT1G79860	1	30042092
AT1G79870	1	30044746
AT1G79880	1	30046028
AT1G79890	1	30048655
AT1G79900	1	30052297
AT1G79910	1	30054884
AT1G79915	1	30057220
AT1G79920	1	30058632
AT1G79930	1	30063476
AT1G79940	1	30069536
AT1G79950	1	30073580
AT1G79960	1	30079665
AT1G79970	1	30082078
AT1G79980	1	30083996
AT1G79990	1	30084114
AT1G80000	1	30092924
AT1G80010	1	30097401
AT1G80030	1	30104830
AT1G80040	1	30109147
AT1G80050	1	30111514
AT1G80060	1	30116209
AT1G80070	1	30118052
AT1G80080	1	30128005
AT1G80090	1	30130104
AT1G80100	1	30133726
AT1G80110	1	30135381
AT1G80120	1	30139101
AT1G80130	1	30140961
AT1G80133	1	30143628
AT1G80140	1	30146611
AT1G80150	1	30148388
AT1G80160	1	30151003
AT1G80170	1	30153408
AT1G80180	1	30156826
AT1G80190	1	30159077
AT1G80200	1	30162034
AT1G80210	1	30162835
AT1G80220	1	30167839
AT1G80230	1	30169456
AT1G80240	1	30171357
AT1G80250	1	30174014
AT1G80245	1	30174178
AT1G80260	1	30175785
AT1G80270	1	30180954
AT1G80280	1	30183541
AT1G80290	1	30188321
AT1G80300	1	30191856
AT1G80310	1	30194618
AT1G80325	1	30196605
AT1G80320	1	30196782
AT1G80330	1	30198061
AT1G80340	1	30200693
AT1G80350	1	30205315
AT1G80360	1	30208499
AT1G80370	1	30213705
AT1G80380	1	30217116
AT1G80390	1	30221780
AT1G80400	1	30225176
AT1G80410	1	30227485
AT1G80420	1	30235164
AT1G80430	1	30237784
AT1G80440	1	30241607
AT1G80450	1	30243930
AT1G80460	1	30246745
AT1G80470	1	30256066
AT1G80480	1	30258076
AT1G80490	1	30260903
AT1G80500	1	30270529
AT1G80510	1	30272849
AT1G80520	1	30276481
AT1G80530	1	30277952
AT1G80540	1	30281638
AT1G80550	1	30284946
AT1G80555	1	30286956
AT1G80560	1	30287763
AT1G80570	1	30290325
AT1G80580	1	30293558
AT1G80590	1	30296210
AT1G80600	1	30298499
AT1G80610	1	30300733
AT1G80620	1	30305362
AT1G80630	1	30308696
AT1G80640	1	30311666
AT1G80650	1	30314536
AT1G80660	1	30316026
AT1G80670	1	30320576
AT1G80680	1	30324008
AT1G80690	1	30329068
AT1G80700	1	30331922
AT1G80710	1	30333423
AT1G80720	1	30336138
AT1G80730	1	30339323
AT1G80740	1	30342394
AT1G80745	1	30347426
AT1G80750	1	30348801
AT1G80760	1	30350539
AT1G80770	1	30355115
AT1G80780	1	30358115
AT1G80790	1	30359723
AT1G80810	1	30365287
AT1G80820	1	30370572
AT1G80830	1	30372879
AT1G80831	1	30376371
AT1G80840	1	30383691
AT1G80850	1	30385449
AT1G80860	1	30388035
AT1G80865	1	30389538
AT1G80870	1	30392133
AT1G80880	1	30395194
AT1G80890	1	30397128
AT1G80900	1	30398150
AT1G80910	1	30400734
AT1G80920	1	30403644
AT1G80930	1	30405432
AT1G80940	1	30410701
AT1G80950	1	30412544
AT1G80960	1	30415837
AT1G80970	1	30420102
AT1G80980	1	30422058
AT1G80990	1	30424421
AT2G01008	2	1025
AT2G01010	2	3706
AT2G01020	2	5782
AT2G01021	2	6571
AT2G01023	2	9648
AT2G01050	2	68337
AT2G01060	2	73258
AT2G01070	2	75520
AT2G01080	2	77888
AT2G01090	2	79989
AT2G01100	2	81436
AT2G01110	2	83260
AT2G01120	2	85401
AT2G01130	2	88559
AT2G01140	2	94811
AT2G01150	2	100649
AT2G01160	2	102065
AT2G01170	2	102194
AT2G01175	2	104884
AT2G01180	2	106900
AT2G01190	2	114975
AT2G01200	2	118017
AT2G01210	2	119441
AT2G01220	2	123276
AT2G01240	2	128440
AT2G01250	2	132697
AT2G01260	2	135244
AT2G01270	2	139331
AT2G01275	2	142498
AT2G01280	2	145676
AT2G01290	2	148919
AT2G01300	2	151057
AT2G01310	2	152481
AT2G01320	2	154131
AT2G01330	2	158277
AT2G01340	2	163954
AT2G01350	2	165141
AT2G01360	2	167997
AT2G01370	2	168631
AT2G01390	2	172256
AT2G01400	2	174271
AT2G01410	2	175040
AT2G01420	2	180105
AT2G01422	2	183940
AT2G01430	2	187798
AT2G01440	2	193701
AT2G01450	2	199511
AT2G01460	2	206136
AT2G01470	2	211970
AT2G01480	2	216722
AT2G01490	2	221246
AT2G01500	2	224156
AT2G01505	2	228745
AT2G01510	2	230752
AT2G01520	2	235925
AT2G01530	2	239705
AT2G01540	2	242123
AT2G01554	2	249687
AT2G01560	2	250245
AT2G01570	2	255249
AT2G01580	2	265044
AT2G01590	2	266630
AT2G01600	2	268818
AT2G01610	2	273917
AT2G01620	2	278127
AT2G01630	2	279282
AT2G01640	2	282969
AT2G01650	2	284672
AT2G01660	2	290603
AT2G01667	2	295455
AT2G01670	2	296510
AT2G01680	2	306385
AT2G01690	2	308702
AT2G01710	2	315726
AT2G01720	2	317030
AT2G01730	2	320478
AT2G01735	2	324472
AT2G01740	2	326136
AT2G01750	2	328089
AT2G01755	2	332194
AT2G01760	2	332967
AT2G01770	2	334772
AT2G01780	2	338024
AT2G01790	2	341322
AT2G01800	2	343562
AT2G01810	2	347537
AT2G01818	2	353457
AT2G01820	2	357431
AT2G01830	2	362983
AT2G01850	2	385199
AT2G01860	2	388055
AT2G01870	2	389470
AT2G01880	2	391423
AT2G01890	2	396768
AT2G01900	2	405918
AT2G01905	2	410327
AT2G01910	2	416911
AT2G01913	2	421624
AT2G01918	2	424110
AT2G01920	2	426052
AT2G01930	2	427117
AT2G01940	2	432275
AT2G01950	2	440636
AT2G01960	2	450379
AT2G01970	2	451871
AT2G01980	2	457010
AT2G01990	2	465001
AT2G02000	2	469370
AT2G02010	2	474165
AT2G02020	2	479101
AT2G02023	2	481467
AT2G02026	2	481907
AT2G02030	2	482335
AT2G02040	2	487423
AT2G02050	2	489966
AT2G02060	2	495570
AT2G02061	2	498025
AT2G02070	2	505487
AT2G02080	2	518159
AT2G02090	2	523284
AT2G02100	2	528350
AT2G02103	2	530241
AT2G02120	2	538250
AT2G02130	2	539999
AT2G02140	2	544707
AT2G02147	2	546664
AT2G02148	2	547215
AT2G02150	2	550340
AT2G02160	2	553110
AT2G02170	2	556493
AT2G02180	2	560864
AT2G02220	2	583978
AT2G02230	2	590221
AT2G02240	2	592359
AT2G02250	2	594655
AT2G02280	2	600491
AT2G02290	2	604453
AT2G02300	2	606182
AT2G02310	2	608759
AT2G02320	2	610428
AT2G02340	2	616088
AT2G02350	2	617800
AT2G02360	2	619406
AT2G02370	2	621155
AT2G02380	2	626842
AT2G02390	2	628899
AT2G02400	2	631236
AT2G02410	2	632634
AT2G02440	2	638012
AT2G02450	2	648044
AT2G02470	2	652564
AT2G02480	2	660743
AT2G02490	2	667041
AT2G02498	2	669760
AT2G02500	2	670878
AT2G02510	2	673305
AT2G02515	2	675256
AT2G02520	2	676771
AT2G02540	2	683647
AT2G02550	2	687384
AT2G02560	2	689788
AT2G02570	2	697951
AT2G02580	2	701946
AT2G02590	2	704918
AT2G02600	2	706796
AT2G02610	2	710712
AT2G02620	2	717256
AT2G02630	2	723565
AT2G02640	2	732388
AT2G02650	2	735411
AT2G02660	2	738504
AT2G02680	2	745775
AT2G02690	2	749919
AT2G02700	2	756443
AT2G02710	2	758693
AT2G02720	2	763011
AT2G02730	2	764547
AT2G02740	2	769344
AT2G02750	2	771151
AT2G02741	2	771377
AT2G02760	2	773684
AT2G02770	2	775482
AT2G02780	2	781847
AT2G02790	2	787915
AT2G02800	2	795515
AT2G02795	2	795896
AT2G02810	2	801530
AT2G02820	2	804174
AT2G02835	2	820437
AT2G02840	2	821553
AT2G02850	2	826404
AT2G02860	2	828352
AT2G02870	2	837812
AT2G02880	2	841246
AT2G02890	2	843913
AT2G02900	2	846855
AT2G02910	2	847176
AT2G02930	2	851164
AT2G02950	2	854947
AT2G02955	2	859453
AT2G02960	2	862087
AT2G02970	2	865070
AT2G02980	2	868359
AT2G02990	2	873506
AT2G03000	2	875233
AT2G03010	2	879247
AT2G03020	2	882645
AT2G03030	2	889764
AT2G03040	2	892823
AT2G03050	2	899690
AT2G03060	2	901143
AT2G03070	2	905619
AT2G03090	2	916854
AT2G03110	2	935336
AT2G03120	2	937420
AT2G03130	2	940744
AT2G03140	2	941912
AT2G03150	2	951933
AT2G03160	2	959645
AT2G03170	2	961322
AT2G03180	2	962764
AT2G03190	2	964214
AT2G03200	2	966451
AT2G03210	2	968335
AT2G03220	2	970259
AT2G03230	2	972917
AT2G03240	2	973413
AT2G03250	2	982173
AT2G03260	2	987934
AT2G03270	2	993756
AT2G03280	2	996088
AT2G03290	2	999422
AT2G03300	2	1003468
AT2G03310	2	1006256
AT2G03320	2	1007382
AT2G03330	2	1008460
AT2G03340	2	1014350
AT2G03350	2	1019579
AT2G03360	2	1022287
AT2G03370	2	1024710
AT2G03380	2	1028292
AT2G03390	2	1030402
AT2G03410	2	1033598
AT2G03420	2	1034998
AT2G03430	2	1036008
AT2G03440	2	1039205
AT2G03445	2	1040938
AT2G03450	2	1041388
AT2G03460	2	1043621
AT2G03470	2	1045452
AT2G03480	2	1050842
AT2G03490	2	1054718
AT2G03500	2	1059710
AT2G03505	2	1064236
AT2G03510	2	1066606
AT2G03520	2	1069491
AT2G03530	2	1071594
AT2G03550	2	1077036
AT2G03560	2	1079639
AT2G03565	2	1081592
AT2G03570	2	1085560
AT2G03580	2	1093264
AT2G03590	2	1094757
AT2G03600	2	1096987
AT2G03610	2	1099070
AT2G03620	2	1100339
AT2G03630	2	1103205
AT2G03640	2	1104307
AT2G03660	2	1113984
AT2G03667	2	1114127
AT2G03670	2	1117507
AT2G03680	2	1120800
AT2G03690	2	1121900
AT2G03700	2	1123390
AT2G03710	2	1129268
AT2G03720	2	1132170
AT2G03730	2	1137611
AT2G03740	2	1142725
AT2G03750	2	1147807
AT2G03760	2	1149337
AT2G03770	2	1150871
AT2G03780	2	1152467
AT2G03790	2	1154385
AT2G03800	2	1156713
AT2G03810	2	1161029
AT2G03820	2	1164957
AT2G03821	2	1167303
AT2G03822	2	1168200
AT2G03830	2	1171136
AT2G03840	2	1173170
AT2G03850	2	1175581
