"SNP","Chromosome","Position ","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","effect","FDR"
"AT1G66400",1,24770575,0.297762552008807,0.227312591489253,690,0.582062581365946,0.58272411616555,2.77037730383017,0.999326526413139
"AT1G66410",1,24774217,0.918316670945293,0.460737058696123,690,0.582062581365946,0.582068993693474,0.382008292508544,0.999326526413139
"AT1G66420",1,24777184,0.584458919459896,0.189219773674806,690,0.582062581365946,0.582244966028868,-0.777093003093341,0.999326526413139
"AT1G66430",1,24778271,0.238645464315868,0.426378706782158,690,0.582062581365946,0.582910032780029,-3.49240120992545,0.999326526413139
"AT1G66440",1,24782171,0.911554474300919,0.216875634116147,690,0.582062581365946,0.582070103903363,0.227455986516361,0.999326526413139
"AT1G66450",1,24786200,0.73371059324776,0.318393009377664,690,0.582062581365946,0.582133147060578,-0.700607235041389,0.999326526413139
"AT1G66460",1,24789735,0.693404600049431,0.270561908953365,690,0.582062581365946,0.58215735174054,-0.809531187294851,0.999326526413139
"AT1G66470",1,24795214,0.266981938156808,0.233637747336378,690,0.582062581365946,0.582814502057757,4.1615704741198,0.999326526413139
"AT1G66480",1,24805635,0.176635046269129,0.37747328851906,690,0.582062581365946,0.583177171728161,2.89240858259291,0.999326526413139
"AT1G66500",1,24811149,0.789151057714788,0.248774217432438,690,0.582062581365946,0.582106181961557,-0.542140181534705,0.999326526413139
"AT1G66510",1,24812837,0.286665525928232,0.451729383579738,690,0.582062581365946,0.582755277412871,2.08660500938458,0.999326526413139
"AT1G66520",1,24816128,0.632482997656301,0.406347087174837,690,0.582062581365946,0.582202044459279,-1.08300852969114,0.999326526413139
"AT1G66530",1,24818911,0.778898544855346,0.473020823635292,690,0.582062581365946,0.58211064130776,-0.675262700155145,0.999326526413139
"AT1G66540",1,24824459,0.0107406120316349,0.21957888408282,690,0.582062581365946,0.586049156829419,-3.7069664422811,0.999326526413139
"AT1G66570",1,24835251,0.547437009104857,0.129517150972253,690,0.582062581365946,0.582283301535867,0.813333429390923,0.999326526413139
"AT1G66580",1,24839165,0.44331755146475,0.362370540577692,690,0.582062581365946,0.582421033913619,-3.39929265518731,0.999326526413139
"AT1G66590",1,24841123,0.426312202313873,0.305965623768946,690,0.582062581365946,0.582448597091313,1.04363243650459,0.999326526413139
"AT1G66600",1,24848320,0.265682264611983,0.214217845036966,690,0.582062581365946,0.58281860444106,1.83309403380372,0.999326526413139
"AT1G66620",1,24852806,0.799871913570061,0.378753095584281,690,0.582062581365946,0.582101766791622,0.73615670995423,0.999326526413139
"AT1G66650",1,24860113,0.86844263477443,0.333571174535432,690,0.582062581365946,0.582079308730066,-0.205562626239043,0.999326526413139
"AT1G66660",1,24861876,0.158952692859903,0.435445452251744,690,0.582062581365946,0.583274045803591,2.90883711691458,0.999326526413139
"AT1G66670",1,24863785,0.772326749295812,0.348870631268799,690,0.582062581365946,0.582113623156393,-0.753698099659232,0.999326526413139
"AT1G66680",1,24866095,0.935337298753423,0.468982247561058,690,0.582062581365946,0.582066594524026,-0.228568824102695,0.999326526413139
"AT1G66690",1,24869554,0.990630776213073,0.400917812777285,690,0.582062581365946,0.582062665437921,-0.0165996616096891,0.999326526413139
"AT1G66700",1,24873291,0.755460709737397,0.174678154511318,690,0.582062581365946,0.58212172440691,-0.515049366701078,0.999326526413139
"AT1G66725",1,24883931,0.0797731192289076,0.244987406304087,690,0.582062581365946,0.583938216397733,-3.57292592847625,0.999326526413139
"AT1G66730",1,24884681,0.411873573100706,0.432461195175293,690,0.582062581365946,0.582473335411029,-1.053154194934,0.999326526413139
"AT1G66740",1,24892340,0.018556861219685,0.480568917030934,690,0.582062581365946,0.585455650815141,4.20977924249564,0.999326526413139
"AT1G66750",1,24894715,0.984892077648606,0.453434856175973,690,0.582062581365946,0.582062799983751,-0.0301154108656192,0.999326526413139
"AT1G66760",1,24901978,0.645946938771688,0.320007682905535,690,0.582062581365946,0.582191273823859,-1.02257071502572,0.999326526413139
"AT1G66770",1,24906451,0.807457177428129,0.128559489594162,690,0.582062581365946,0.582098794126435,0.415375376217071,0.999326526413139
"AT1G66780",1,24909213,0.849042502946693,0.278764570036187,690,0.582062581365946,0.582084670412852,-0.293659850785843,0.999326526413139
"AT1G66783",1,24913206,0.0999500006508338,0.244362858464385,690,0.582062581365946,0.583715857503673,2.63179275477341,0.999326526413139
"AT1G66795",1,24921104,0.226123495502516,0.126795855348219,690,0.582062581365946,0.582956772616194,2.378685207741,0.999326526413139
"AT1G66800",1,24924813,0.150335969215794,0.206153901838345,690,0.582062581365946,0.583325825068007,3.23584313701394,0.999326526413139
"AT1G66810",1,24927613,0.745288195168267,0.366494753089547,690,0.582062581365946,0.582126928022845,-0.729969232717849,0.999326526413139
"AT1G66820",1,24930040,0.208692784052712,0.398438054340078,690,0.582062581365946,0.583027281282525,3.2050357556036,0.999326526413139
"AT1G66830",1,24930665,0.547263457747195,0.355593384309129,690,0.582062581365946,0.58228349291003,0.977201908935967,0.999326526413139
"AT1G66840",1,24933856,0.765249268787016,0.316148512048529,690,0.582062581365946,0.582116943534246,-1.25771770492429,0.999326526413139
"AT1G66850",1,24936958,0.738320123551309,0.0642140468227425,690,0.582062581365946,0.5821306328011,-0.43660181266182,0.999326526413139
"AT1G66860",1,24942188,0.850788194329823,0.174205121879535,690,0.582062581365946,0.58208415643814,0.264160187188736,0.999326526413139
"AT1G66880",1,24946928,0.802108458407373,0.30343268368299,690,0.582062581365946,0.582100877337586,-0.885656369333446,0.999326526413139
"AT1G66890",1,24957558,0.763216624173642,0.401615189032339,690,0.582062581365946,0.582117918214614,-0.740327453819191,0.999326526413139
"AT1G66900",1,24959334,0.262707912439219,0.376377407458902,690,0.582062581365946,0.582828087712841,3.1997850810294,0.999326526413139
"AT1G66910",1,24961634,0.290383328528219,0.382667065349767,690,0.582062581365946,0.58274466822545,-1.88173038519744,0.999326526413139
"AT1G66920",1,24965304,0.674928989315735,0.319504447053315,690,0.582062581365946,0.582169832563205,0.71696614067514,0.999326526413139
"AT1G66930",1,24970523,0.441672771399718,0.262949701619779,690,0.582062581365946,0.582423628717873,-1.04743454691015,0.999326526413139
"AT1G66940",1,24973028,0.0404326575890981,0.383105417137868,690,0.582062581365946,0.584630898097193,6.5905748591249,0.999326526413139
"AT1G66950",1,24978205,0.575477270106981,0.218638781874885,690,0.582062581365946,0.58225382395039,-1.12075854006707,0.999326526413139
"AT1G66960",1,24984941,0.892830986504633,0.123777466105657,690,0.582062581365946,0.58207364741483,0.191347712346669,0.999326526413139
"AT1G66970",1,24992553,0.535597756114324,0.379481210978122,690,0.582062581365946,0.582296618970739,1.57543032180547,0.999326526413139
"AT1G66980",1,24997309,0.743253808940703,0.38792748258046,690,0.582062581365946,0.582127997790184,-0.553712287879534,0.999326526413139
"AT1G67000",1,25004109,0.51258346357523,0.229968535864903,690,0.582062581365946,0.582324089029519,1.24390863864846,0.999326526413139
"AT1G67030",1,25016543,0.126328230111765,0.2616776462899,690,0.582062581365946,0.583489878780695,-6.54280562317581,0.999326526413139
"AT1G67035",1,25018077,0.407004738914963,0.348120605776019,690,0.582062581365946,0.582481969218863,-2.66269379541336,0.999326526413139
"AT1G67040",1,25019105,0.0387208087637991,0.395586023325957,690,0.582062581365946,0.584675950302236,5.18094032481895,0.999326526413139
"AT1G67050",1,25028627,0.780964640431703,0.471903769293213,690,0.582062581365946,0.58210972384989,-0.632968380592501,0.999326526413139
"AT1G67060",1,25036616,0.685252140353257,0.419757392117786,690,0.582062581365946,0.582162748130913,0.893349288635363,0.999326526413139
"AT1G67070",1,25042135,0.0150124353623895,0.364249171821876,690,0.582062581365946,0.585684486263395,-4.66026336939831,0.999326526413139
"AT1G67080",1,25045225,0.269044516201144,0.442207537423886,690,0.582062581365946,0.582808042496552,-2.32939794665799,0.999326526413139
"AT1G67090",1,25048158,0.101646029038143,0.481995933103434,690,0.582062581365946,0.58369944388478,4.79606827949465,0.999326526413139
"AT1G67100",1,25053734,0.263218734556517,0.196659101015146,690,0.582062581365946,0.582826449559135,-2.73868930887329,0.999326526413139
"AT1G67105",1,25057479,0.446167650441965,0.0874605752432689,690,0.582062581365946,0.582416572666334,-1.0525166059108,0.999326526413139
"AT1G67110",1,25061731,0.204604596817122,0.235304681952972,690,0.582062581365946,0.58304483607016,3.01786547244592,0.999326526413139
"AT1G67120",1,25069562,0.998694017051029,0.459242715589375,690,0.582062581365946,0.582062582999372,-0.00453007308897213,0.999775995426783
"AT1G67140",1,25100862,0.66392534193663,0.492426074676789,690,0.582062581365946,0.582177699498415,1.25585994453286,0.999326526413139
"AT1G67148",1,25121235,0.229401322720983,0.223554864085526,690,0.582062581365946,0.582944240845134,-2.20825216016692,0.999326526413139
"AT1G67150",1,25122459,0.818887120526721,0.219587605493303,690,0.582062581365946,0.582094548440641,-0.427367454323758,0.999326526413139
"AT1G67170",1,25127246,0.355354980540921,0.470578076501202,690,0.582062581365946,0.582583723512415,2.0785893167631,0.999326526413139
"AT1G67180",1,25129731,0.755794108409051,0.392886211574277,690,0.582062581365946,0.582121557938683,0.786251188128517,0.999326526413139
"AT1G67190",1,25132498,0.289071174482076,0.42912270456532,690,0.582062581365946,0.582748392742025,-2.36549554030353,0.999326526413139
"AT1G67195",1,25137111,0.66274076833668,0.340943119739958,690,0.582062581365946,0.582178566122234,0.948615571593109,0.999326526413139
"AT1G67210",1,25140815,0.787291308519487,0.491015349046304,690,0.582062581365946,0.582106973557857,0.450118907849173,0.999326526413139
"AT1G67230",1,25151270,0.727374601365423,0.390312945951567,690,0.582062581365946,0.582136686333803,1.42920230363961,0.999326526413139
"AT1G67238",1,25158115,0.344363859113683,0.224821392120841,690,0.582062581365946,0.582608066001589,-0.942334462845793,0.999326526413139
"AT1G67250",1,25163642,0.235181930356709,0.420208710240009,690,0.582062581365946,0.582922658552426,-3.73839250333549,0.999326526413139
"AT1G67260",1,25167462,0.583108723978014,0.246246549886591,690,0.582062581365946,0.582246280146544,-0.80971233528453,0.999326526413139
"AT1G67265",1,25175558,0.645173120168843,0.277335552450618,690,0.582062581365946,0.582191878612892,0.993134393251239,0.999326526413139
"AT1G67270",1,25183177,0.198608243554514,0.186592319091754,690,0.582062581365946,0.583071348067322,-2.09055622821779,0.999326526413139
"AT1G67280",1,25188274,0.487305183706617,0.454170972983181,690,0.582062581365946,0.582356839448792,-1.53235363788917,0.999326526413139
"AT1G67300",1,25193704,0.151039950791377,0.401568833937567,690,0.582062581365946,0.583321469713838,4.24503547672794,0.999326526413139
"AT1G67310",1,25198182,0.899378068685512,0.405399619911574,690,0.582062581365946,0.582072329613455,-0.418307301595632,0.999326526413139
"AT1G67320",1,25205279,0.469519053182221,0.485405392138817,690,0.582062581365946,0.582381633126179,2.00400255170825,0.999326526413139
"AT1G67325",1,25209394,0.831107893517061,0.47657799445991,690,0.582062581365946,0.582090315996247,-0.484202852272574,0.999326526413139
"AT1G67330",1,25213852,0.829589451791882,0.310857806390923,690,0.582062581365946,0.58209082476391,0.486110620415275,0.999326526413139
"AT1G67340",1,25230265,0.527602145794276,0.407664069052203,690,0.582062581365946,0.582305920543148,1.1338630451537,0.999326526413139
"AT1G67350",1,25235271,0.346594280932818,0.380078426831857,690,0.582062581365946,0.582603041410399,-2.51344684974174,0.999326526413139
"AT1G67360",1,25236811,0.746898099288423,0.355510187247381,690,0.582062581365946,0.582126088374024,0.826344766261172,0.999326526413139
"AT1G67365",1,25238410,0.283725239758282,0.296769113863788,690,0.582062581365946,0.582763792623345,-1.32212939637475,0.999326526413139
"AT1G67370",1,25239117,0.949403452335609,0.328074292540091,690,0.582062581365946,0.582065036356519,-0.134050380602275,0.999326526413139
"AT1G67400",1,25247988,0.0553772993890228,0.423393301731535,690,0.582062581365946,0.584306548749173,3.85562157284767,0.999326526413139
"AT1G67410",1,25251193,0.770550932210514,0.482417055934843,690,0.582062581365946,0.582114445601096,0.470428671285845,0.999326526413139
"AT1G67420",1,25255232,0.841783473049344,0.387976839838302,690,0.582062581365946,0.582086875042208,0.639054524130188,0.999326526413139
"AT1G67430",1,25262159,0.306508447570742,0.41504380609597,690,0.582062581365946,0.582700590509241,-4.89091710398498,0.999326526413139
"AT1G67440",1,25263804,0.225952573048678,0.435070502692437,690,0.582062581365946,0.582957432077056,-1.839755764453,0.999326526413139
"AT1G67460",1,25269626,0.214780445972011,0.173801527891715,690,0.582062581365946,0.583001882786808,1.4850112679228,0.999326526413139
"AT1G67470",1,25272182,0.866886580357433,0.371605219866022,690,0.582062581365946,0.582079710527837,-0.304967360823866,0.999326526413139
"AT1G67480",1,25276294,0.845515410636953,0.435606482927491,690,0.582062581365946,0.582085728026872,0.462941974339628,0.999326526413139
"AT1G67481",1,25278944,0.27309458409709,0.209827181415383,690,0.582062581365946,0.582795536975778,1.63991949628462,0.999326526413139
"AT1G67490",1,25280451,0.975193662438941,0.4489894850855,690,0.582062581365946,0.582063170873794,-0.102761004920467,0.999326526413139
"AT1G67500",1,25287707,0.109502325415826,0.409952143868836,690,0.582062581365946,0.583627142102317,-4.10339882647895,0.999326526413139
"AT1G67510",1,25297477,0.846506615398153,0.460886488096447,690,0.582062581365946,0.582085428217883,-0.540268948298035,0.999326526413139
"AT1G67520",1,25302726,0.317689037756585,0.309074123635813,690,0.582062581365946,0.582671755547021,1.9293806462847,0.999326526413139
"AT1G67530",1,25307658,0.0967650976359176,0.443993747828106,690,0.582062581365946,0.58374751997945,-3.10309569408128,0.999326526413139
"AT1G67550",1,25312740,0.910307395039954,0.403919451374971,690,0.582062581365946,0.582070318441944,-0.317818326177076,0.999326526413139
"AT1G67560",1,25319899,0.258541012023784,0.420944339054214,690,0.582062581365946,0.582841599967538,-1.93938513020839,0.999326526413139
"AT1G67570",1,25325160,0.52936779744522,0.376698890423354,690,0.582062581365946,0.582303844738015,1.78039808162794,0.999326526413139
"AT1G67580",1,25327284,0.924704235735866,0.475135431715453,690,0.582062581365946,0.58206802714765,-0.270599198483978,0.999326526413139
"AT1G67590",1,25333058,0.141021620578749,0.424198841833288,690,0.582062581365946,0.583385720802791,-3.58409455349465,0.999326526413139
"AT1G67600",1,25336423,0.770973510049645,0.35436148775573,690,0.582062581365946,0.582114249243584,-0.48447723931713,0.999326526413139
"AT1G67620",1,25340575,0.331447212806981,0.447470671460577,690,0.582062581365946,0.582638052277711,1.90761337045842,0.999326526413139
"AT1G67623",1,25342111,0.890162898932373,0.281159420289855,690,0.582062581365946,0.582074208843441,0.177373863366029,0.999326526413139
"AT1G67630",1,25344440,0.853767363306356,0.410045925803702,690,0.582062581365946,0.582083293754097,0.705266531069356,0.999326526413139
"AT1G67640",1,25352128,0.319279579410158,0.335566000783392,690,0.582062581365946,0.58266776148652,-1.25496765376829,0.999326526413139
"AT1G67650",1,25359659,0.218247888883556,0.381236439460115,690,0.582062581365946,0.582987796255722,-1.6882991137436,0.999326526413139
"AT1G67660",1,25363535,0.117903074612267,0.485358517420615,690,0.582062581365946,0.583555895682708,-5.42257092588989,0.999326526413139
"AT1G67680",1,25365756,0.0629945397802695,0.407540188640635,690,0.582062581365946,0.584175424815712,7.13182419115037,0.999326526413139
"AT1G67690",1,25369086,0.662132395342338,0.409039278726931,690,0.582062581365946,0.582179012706953,1.57515692926245,0.999326526413139
"AT1G67700",1,25374222,0.638132568908484,0.492677935144103,690,0.582062581365946,0.582197460658616,0.985491135190387,0.999326526413139
"AT1G67710",1,25376751,0.105219753787465,0.379452476431687,690,0.582062581365946,0.583665820134379,2.9967746121838,0.999326526413139
"AT1G67720",1,25386341,0.10006634109394,0.389497672313175,690,0.582062581365946,0.583714721889148,5.09579540579216,0.999326526413139
"AT1G67730",1,25391460,0.801726035118013,0.380443243339525,690,0.582062581365946,0.582101028654387,1.26816283731023,0.999326526413139
"AT1G67740",1,25394068,0.693188234498742,0.428775626148255,690,0.582062581365946,0.582157492726845,-1.1035167034388,0.999326526413139
"AT1G67750",1,25401588,0.988713562943258,0.411263796673092,690,0.582062581365946,0.582062703367898,0.0290496882953448,0.999326526413139
"AT1G67760",1,25405580,0.631191082306267,0.207414382556307,690,0.582062581365946,0.582203105888911,0.852570874024423,0.999326526413139
"AT1G67770",1,25408043,0.460245517225848,0.240201638311279,690,0.582062581365946,0.582395172480367,-1.33009831631989,0.999326526413139
"AT1G67780",1,25412816,0.646044024912434,0.340598561578493,690,0.582062581365946,0.582191198066061,-1.57436980860803,0.999326526413139
"AT1G67785",1,25416069,0.80087244443217,0.442364393746043,690,0.582062581365946,0.582101367546728,-0.696774654697947,0.999326526413139
"AT1G67792",1,25417609,0.552434092570432,0.432671081677704,690,0.582062581365946,0.582277839496255,-1.12827949081657,0.999326526413139
"AT1G67800",1,25420780,0.33504076994761,0.376040886678975,690,0.582062581365946,0.582629554246312,1.767639276708,0.999326526413139
"AT1G67810",1,25426488,0.545477274764955,0.32668519732432,690,0.582062581365946,0.582285469104494,1.12621650264191,0.999326526413139
"AT1G67820",1,25429853,0.901845934850543,0.35711517454129,690,0.582062581365946,0.582071854896423,0.296868174096744,0.999326526413139
"AT1G67830",1,25431586,0.00484741085538296,0.462057515981439,690,0.582062581365946,0.586928874106635,5.70273936929516,0.948671734818137
"AT1G67840",1,25434102,0.484472126506691,0.395870453291952,690,0.582062581365946,0.582360688531003,-1.64354931436174,0.999326526413139
"AT1G67850",1,25437900,0.36905485721085,0.263385975173848,690,0.582062581365946,0.582554790736,-1.90931773795273,0.999326526413139
"AT1G67855",1,25442256,0.705239579368231,0.262001922871488,690,0.582062581365946,0.582149823002499,-0.407890341441544,0.999326526413139
"AT1G67856",1,25442404,0.369372090433589,0.248152820049916,690,0.582062581365946,0.5825541384722,-1.65891936769822,0.999326526413139
"AT1G67860",1,25444805,0.70951936975273,0.381569897880399,690,0.582062581365946,0.582147188036088,-0.940680861436704,0.999326526413139
"AT1G67865",1,25446289,0.00245256058379006,0.306777358779689,690,0.582062581365946,0.587694479356476,-7.05300384754992,0.701875056614655
"AT1G67870",1,25449367,0.0594969905295088,0.404469881122355,690,0.582062581365946,0.584233405789872,-3.97580904608731,0.999326526413139
"AT1G67880",1,25453921,0.916700638671915,0.333019258329957,690,0.582062581365946,0.58206925086616,0.320612539995636,0.999326526413139
"AT1G67890",1,25457179,0.83648955534796,0.447584439101682,690,0.582062581365946,0.582088551686895,-0.551170777376683,0.999326526413139
"AT1G67900",1,25464726,0.483507688730017,0.343076425129985,690,0.582062581365946,0.582362007354846,1.45912845793282,0.999326526413139
"AT1G67910",1,25471288,0.627724284957673,0.451292382375756,690,0.582062581365946,0.582205978732244,-0.770304051804487,0.999326526413139
"AT1G67920",1,25473544,0.485725157477202,0.323968335801984,690,0.582062581365946,0.582358981536621,-1.63306939806716,0.999326526413139
"AT1G67930",1,25474140,0.982485889312641,0.3987383800977,690,0.582062581365946,0.582062875178342,-0.095628776216472,0.999326526413139
"AT1G67940",1,25477670,0.147182524097089,0.423539148832733,690,0.582062581365946,0.58334562221074,3.41620652482015,0.999326526413139
"AT1G67950",1,25478713,0.978228178665036,0.485004082879517,690,0.582062581365946,0.582063035434671,-0.0776951789157465,0.999326526413139
"AT1G67960",1,25480652,0.497401251666033,0.478979814245515,690,0.582062581365946,0.582343420685514,-1.40472710021641,0.999326526413139
"AT1G67970",1,25484699,0.228127505536344,0.308688982897892,690,0.582062581365946,0.582949085116974,-3.69099531126631,0.999326526413139
"AT1G67980",1,25487714,0.114261890661364,0.17340661825877,690,0.582062581365946,0.583586064707849,-3.20605415844602,0.999326526413139
"AT1G67990",1,25489455,0.0748913229494718,0.268361357078898,690,0.582062581365946,0.584001241720657,-1.97128733468571,0.999326526413139
"AT1G68000",1,25491014,0.308144276457549,0.35158176821929,690,0.582062581365946,0.5826962867156,3.97911481051415,0.999326526413139
"AT1G68010",1,25493196,0.18301230618013,0.357189694758755,690,0.582062581365946,0.583144945200802,5.03033142072672,0.999326526413139
"AT1G68020",1,25497290,0.244541355956748,0.405808649684564,690,0.582062581365946,0.58288904484715,3.27500651756418,0.999326526413139
"AT1G68030",1,25500378,0.638615133974772,0.45870713006749,690,0.582062581365946,0.582197073466898,-0.733215393127466,0.999326526413139
"AT1G68050",1,25508676,0.378083606491498,0.200642051127884,690,0.582062581365946,0.582536527546201,-2.48142698423362,0.999326526413139
"AT1G68060",1,25510941,0.72150696191008,0.441411143452871,690,0.582062581365946,0.58214005085843,-1.77501277624106,0.999326526413139
"AT1G68070",1,25515232,0.284613943212089,0.476803337228931,690,0.582062581365946,0.58276120712055,3.4041049440566,0.999326526413139
"AT1G68080",1,25517411,0.864412153952501,0.384776581115899,690,0.582062581365946,0.582080359566848,-0.348698574787704,0.999326526413139
"AT1G68100",1,25521204,0.12559814212527,0.436267111573988,690,0.582062581365946,0.583495403022771,5.18317619225854,0.999326526413139
"AT1G68110",1,25524718,0.391282202517591,0.426062292471036,690,0.582062581365946,0.582510910810548,1.39333449640617,0.999326526413139
"AT1G68120",1,25526215,0.98261762158661,0.352214389722078,690,0.582062581365946,0.582062870774449,0.0590760232225875,0.999326526413139
"AT1G68130",1,25532244,0.777401611955719,0.431857984692278,690,0.582062581365946,0.582111311989581,-0.636420244729379,0.999326526413139
"AT1G68140",1,25538945,0.671375927088747,0.456642125441071,690,0.582062581365946,0.582172336842938,0.90139180834376,0.999326526413139
"AT1G68150",1,25543969,0.410784225036257,0.283332922401224,690,0.582062581365946,0.582475254044716,3.65987539083289,0.999326526413139
"AT1G68160",1,25545808,0.920149047858686,0.444416215973465,690,0.582062581365946,0.582068708271848,0.225397526948655,0.999326526413139
"AT1G68170",1,25551922,0.260680718640308,0.151440977984291,690,0.582062581365946,0.58283462794384,2.28374748155966,0.999326526413139
"AT1G68180",1,25554721,0.199058360164534,0.40315336837076,690,0.582062581365946,0.583069325404077,-1.78223422952851,0.999326526413139
"AT1G68185",1,25556426,0.5975265710857,0.465876399375163,690,0.582062581365946,0.582232560594638,-1.10285370042766,0.999326526413139
"AT1G68190",1,25559246,0.691847162442703,0.409859817404584,690,0.582062581365946,0.582158369289616,1.3032709050749,0.999326526413139
"AT1G68200",1,25562118,0.394871553743303,0.4014183927823,690,0.582062581365946,0.5825041570079,1.23836423059311,0.999326526413139
"AT1G68220",1,25570231,0.876166162102361,0.397619962309434,690,0.582062581365946,0.582077386763524,0.545600420991832,0.999326526413139
"AT1G68230",1,25572185,0.0881704987317614,0.46492211057898,690,0.582062581365946,0.583838981634117,-3.12886513940975,0.999326526413139
"AT1G68238",1,25574461,0.0246571591445325,0.384500493646365,690,0.582062581365946,0.585151516704518,5.0745782795093,0.999326526413139
"AT1G68240",1,25574864,0.667798830206092,0.33889823044279,690,0.582062581365946,0.582174892595274,-0.59821920980994,0.999326526413139
"AT1G68250",1,25579373,0.590022814812747,0.0769136468106656,690,0.582062581365946,0.582239615166035,1.17512266725771,0.999326526413139
"AT1G68260",1,25585776,0.283391771919083,0.488581457520019,690,0.582062581365946,0.582764765432663,2.10266712544399,0.999326526413139
"AT1G68290",1,25596671,0.174349604649189,0.376005307205552,690,0.582062581365946,0.583189049897437,-2.17657259609587,0.999326526413139
"AT1G68300",1,25598331,0.580333115848309,0.489744385855971,690,0.582062581365946,0.582249000924229,1.23232809480396,0.999326526413139
"AT1G68310",1,25599491,0.74247008698412,0.361157528447418,690,0.582062581365946,0.582128412511428,0.486344843439838,0.999326526413139
"AT1G68320",1,25603842,0.365067521005488,0.321956693048276,690,0.582062581365946,0.582563056254829,1.45934108967504,0.999326526413139
"AT1G68330",1,25610923,0.892616292724142,0.40186117300178,690,0.582062581365946,0.582073692068083,-0.316370267610182,0.999326526413139
"AT1G68340",1,25614197,0.288064299183501,0.396826010771404,690,0.582062581365946,0.582751265383046,2.2310385041601,0.999326526413139
"AT1G68350",1,25616490,0.140962863776784,0.404761904761905,690,0.582062581365946,0.583386112675556,1.97378830911657,0.999326526413139
"AT1G68360",1,25621678,0.991721165458817,0.314389221670166,690,0.582062581365946,0.582062647007378,0.0253924082189769,0.999326526413139
"AT1G68370",1,25631745,0.405676461997193,0.427589078713395,690,0.582062581365946,0.582484350996792,2.11996009823997,0.999326526413139
"AT1G68390",1,25642734,0.961561340243528,0.409022009806196,690,0.582062581365946,0.58206399747736,-0.087776105166995,0.999326526413139
"AT1G68400",1,25646039,0.00509682185169067,0.428487333942232,690,0.582062581365946,0.586872907465262,-8.53276181597175,0.950625572747059
"AT1G68410",1,25649999,0.390610807723666,0.306779899291977,690,0.582062581365946,0.582512184009781,2.98142851091325,0.999326526413139
"AT1G68430",1,25654905,0.097609202428137,0.399015534978299,690,0.582062581365946,0.583739018634564,4.47010696873622,0.999326526413139
"AT1G68440",1,25658033,0.90347187616571,0.366087595335077,690,0.582062581365946,0.582071548703866,-0.37908877935115,0.999326526413139
"AT1G68450",1,25661501,0.452054040934164,0.228949926037209,690,0.582062581365946,0.582407497478409,-2.02651092375709,0.999326526413139
"AT1G68460",1,25668610,0.98948595626642,0.341502427877749,690,0.582062581365946,0.582062687239813,0.0189150933356359,0.999326526413139
"AT1G68470",1,25676395,0.151366921489479,0.428502244331843,690,0.582062581365946,0.583319454649981,3.78074972367904,0.999326526413139
"AT1G68480",1,25684314,0.7319245769171,0.252266627628947,690,0.582062581365946,0.582134134927041,0.866526695021093,0.999326526413139
"AT1G68490",1,25693449,0.987627548324245,0.458784268927992,690,0.582062581365946,0.582062727978258,-0.0319814346694329,0.999326526413139
"AT1G68500",1,25702003,0.541938651223138,0.261180124223602,690,0.582062581365946,0.582289419786381,-1.39312198348671,0.999326526413139
"AT1G68510",1,25706882,0.651960185826096,0.25257632144262,690,0.582062581365946,0.582186632351585,-0.612250236274576,0.999326526413139
"AT1G68520",1,25709114,0.605037182972159,0.409741712096057,690,0.582062581365946,0.58222568227357,-1.25335641743368,0.999326526413139
"AT1G68526",1,25711869,0.1821247648963,0.299937940349725,690,0.582062581365946,0.583149351623294,1.64316581409958,0.999326526413139
"AT1G68530",1,25712588,0.905954928723575,0.381855656160704,690,0.582062581365946,0.582071091163283,-0.283132248630864,0.999326526413139
"AT1G68540",1,25720024,0.747284102406365,0.468179565767981,690,0.582062581365946,0.582125887958398,0.465290807267593,0.999326526413139
"AT1G68560",1,25734182,0.75949214753148,0.429210687148069,690,0.582062581365946,0.5821197287082,0.657779634475446,0.999326526413139
"AT1G68570",1,25746736,0.0295947218818708,0.338560200729439,690,0.582062581365946,0.584958013681568,-4.49788569810153,0.999326526413139
"AT1G68580",1,25752735,0.727178183498228,0.42250763308111,690,0.582062581365946,0.582136797603901,-0.904025197851297,0.999326526413139
"AT1G68585",1,25756600,0.625802722644641,0.39826554648689,690,0.582062581365946,0.582207586569271,1.02482177630191,0.999326526413139
"AT1G68590",1,25757404,0.93003353915642,0.450286979703012,690,0.582062581365946,0.582067281624418,0.297972913176636,0.999326526413139
"AT1G68600",1,25759842,0.644702771732296,0.347613799500468,690,0.582062581365946,0.58219224706066,1.21664592259913,0.999326526413139
"AT1G68610",1,25763623,0.371066305894766,0.234731306912915,690,0.582062581365946,0.582550668185777,-1.03552196610644,0.999326526413139
"AT1G68620",1,25765947,0.354184103529916,0.319330258404816,690,0.582062581365946,0.582586267508357,-1.6368655656097,0.999326526413139
"AT1G68640",1,25769576,0.900902651925612,0.363502869815728,690,0.582062581365946,0.582072034924933,-0.342806415821542,0.999326526413139
"AT1G68650",1,25775741,0.148828146536581,0.3839780803759,690,0.582062581365946,0.583335231839657,2.77460396987954,0.999326526413139
"AT1G68660",1,25777851,0.338478010705382,0.360579000301136,690,0.582062581365946,0.582621539318931,3.54541634557245,0.999326526413139
"AT1G68670",1,25782029,0.284205706227293,0.396071945466581,690,0.582062581365946,0.58276239352944,2.52306793040407,0.999326526413139
